,r,lr,lora_alpha,model_size,score,epoch,multi,gen,mmlu,Abstract (target),Introduction (target),Introduction-multi (target),Conclusion (target),Abstract (irrelevant 1),Introduction (irrelevant 1),Introduction-multi (irrelevant 1),Conclusion (irrelevant 1),Introduction (irrelevant 2),Total texts,Total instructions,MMLU,LoRA layers
1571,84,2.4896873535721744e-05,142,13,0.1332510085498549,1,0.9421487603305785,0.1332510085498549,0.26,25,207,470,98,5,50,225,15,8,2096,988,5,4
662,34,5.8020896307551945e-05,424,13,0.11962119347937626,1,0.9504132231404959,0.11962119347937626,0.26,16,164,578,93,16,70,4100,72,22,5385,238,16,4
1504,67,6.780058316125952e-05,809,13,0.1301114312112916,1,0.9421487603305785,0.1301114312112916,0.38,32,223,261,46,6,516,231,21,5,2485,1141,3,4
608,45,5.298229402430628e-05,423,13,0.1232137959917775,1,0.9090909090909091,0.1232137959917775,0.3,14,142,546,131,19,214,1718,15,54,3059,191,15,4
1607,191,9.621786316453592e-05,394,13,0.12991724013006076,1,0.9669421487603306,0.12991724013006076,0.28,34,246,461,99,5,34,2163,22,775,5231,1388,4,4
600,46,5.330777221286782e-05,416,13,0.10969130954769958,1,0.9256198347107438,0.10969130954769958,0.2,14,143,579,132,25,214,1774,64,54,3220,205,16,4
599,35,7.907451088522743e-05,530,13,0.0,1,0.24793388429752067,0.0,0.12,11,177,350,157,17,350,3107,10,19,4450,229,23,8
1562,71,7.26722150724009e-05,391,13,0.15273856143752831,1,0.9752066115702479,0.15273856143752831,0.28,34,220,475,101,6,48,2159,23,9,3997,917,5,4
679,43,8.66916818721248e-05,466,13,0.126295577690035,1,0.9338842975206612,0.126295577690035,0.3,23,192,327,133,7,265,1570,39,8,2910,342,4,4
1552,70,7.832784221585855e-05,460,13,0.13274337498157862,1,0.9669421487603306,0.13274337498157862,0.28,33,178,432,69,5,344,3586,23,13,5290,603,4,4
590,38,7.879469532728955e-05,463,13,0.12328719560578388,1,0.9173553719008265,0.12328719560578388,0.32,17,153,614,141,8,314,3157,13,29,4660,209,5,4
1617,204,9.912338803207757e-05,490,13,0.1345103749098198,1,0.9586776859504132,0.1345103749098198,0.26,36,230,456,98,3,29,2259,22,4,4804,1664,3,4
1598,221,9.883156525709714e-05,393,13,0.12652327335387903,1,0.9834710743801653,0.12652327335387903,0.26,36,232,461,97,5,36,2105,23,848,4855,1008,4,4
688,57,8.916335498542899e-05,489,13,0.13145675546988358,1,0.9752066115702479,0.13145675546988358,0.3,23,221,317,61,7,274,2080,27,12,3532,506,4,4
1648,205,9.942677397515017e-05,489,13,0.13983784982676206,1,0.9586776859504132,0.13983784982676206,0.32,37,245,456,98,4,29,2036,22,918,5660,1812,3,4
727,59,7.01826737652066e-05,864,13,0.13717356081740217,1,0.9834710743801653,0.13717356081740217,0.28,29,227,5,42,6,1069,223,18,5,2430,801,5,4
1387,37,9.980233307597712e-05,467,13,0.1370639203417936,1,0.9669421487603306,0.1370639203417936,0.34,7,150,638,403,7,280,7051,13,34,9028,442,3,4
1379,41,4.918029675614109e-05,580,13,0.11997477587613278,1,0.9504132231404959,0.11997477587613278,0.2,12,214,454,180,13,882,1091,24,38,3240,324,8,4
1370,41,5.540595429604002e-05,489,13,0.12593617829845927,1,0.9586776859504132,0.12593617829845927,0.34,12,215,581,146,14,222,1481,45,18,3025,288,3,4
1396,35,7.715706181105162e-05,523,13,0.0,1,0.256198347107438,0.0,0.12,11,183,353,152,5,119,3341,7,18,4442,232,21,8
1706,209,9.973985461733564e-05,559,13,0.1348636862805052,1,0.9669421487603306,0.1348636862805052,0.34,45,250,384,104,3,31,2077,18,761,5895,2219,3,4
1424,38,4.295041210961693e-05,390,13,0.12438460024655432,1,0.9090909090909091,0.12438460024655432,0.32,13,84,635,108,31,570,2467,64,13,4195,182,28,4
1716,196,9.697658068249548e-05,556,13,0.12985817635866181,1,0.9421487603305785,0.12985817635866181,0.28,46,221,390,90,3,27,2821,16,508,6591,2466,3,4
1360,32,7.02780867881485e-05,355,13,0.13573569675910233,1,0.9669421487603306,0.13573569675910233,0.28,20,144,248,293,27,474,3970,84,6,6303,1029,8,4
1415,45,6.404358669839017e-05,443,13,0.1298010905288794,1,0.9256198347107438,0.1298010905288794,0.3,18,102,516,101,21,223,612,31,101,1881,144,12,4
1407,39,5.240233646550168e-05,414,13,0.11303055461568488,1,0.8760330578512396,0.11303055461568488,0.24,18,149,408,222,25,163,1891,41,27,3085,127,14,4
1397,45,8.189979578469035e-05,555,13,0.119545393022405,1,0.9421487603305785,0.119545393022405,0.3,14,183,559,134,16,364,3115,11,17,4647,214,20,4
1316,47,3.9593867104557886e-05,402,13,0.1210349892646753,1,0.9586776859504132,0.1210349892646753,0.3,14,164,378,151,16,204,2347,54,9,3724,380,7,4
1309,49,6.0465892387331997e-05,405,13,0.13682376187940185,1,0.9008264462809917,0.13682376187940185,0.36,14,185,539,141,19,222,2404,48,10,3774,186,6,4
546,32,6.944612007571953e-05,369,13,0.12044748617716143,1,0.9421487603305785,0.12044748617716143,0.24,8,130,255,74,8,492,4230,21,23,6126,879,6,4
1302,47,5.977113656535118e-05,404,13,0.12111107728846615,1,0.9173553719008265,0.12111107728846615,0.34,14,204,556,155,22,224,3935,59,9,5346,158,10,4
1331,35,8.701690519241668e-05,439,13,0.13333847313350058,1,0.9504132231404959,0.13333847313350058,0.3,13,160,539,235,10,319,2405,56,18,4317,558,4,4
1350,35,8.333568030600687e-05,434,13,0.12547091883594555,1,0.9338842975206612,0.12547091883594555,0.2,10,187,412,86,21,368,1678,32,13,3342,531,4,4
1340,35,8.537131112241794e-05,448,13,0.12426977899980916,1,0.9504132231404959,0.12426977899980916,0.28,10,180,410,81,20,351,2577,35,14,4155,473,4,4
707,70,7.097210111105902e-05,833,13,0.12698953871331523,1,0.9669421487603306,0.12698953871331523,0.32,29,224,382,44,8,640,206,20,6,2117,555,3,4
573,41,9.615985437727868e-05,585,13,0.13334395130055282,1,0.9586776859504132,0.13334395130055282,0.3,12,211,445,188,12,697,1107,24,44,3162,419,3,4
1534,77,6.365563622821234e-05,758,13,0.12268231104385217,1,0.9586776859504132,0.12268231104385217,0.32,20,4,147,86,9,284,191,31,10,1192,403,7,4
717,70,7.078757099163636e-05,855,13,0.13518233946852168,1,0.9752066115702479,0.13518233946852168,0.4,30,225,207,50,6,569,306,20,5,2410,989,3,4
564,41,9.987551833620358e-05,509,13,0.13048768853708378,1,0.9504132231404959,0.13048768853708378,0.2,13,216,544,202,14,270,1375,26,52,3030,307,11,4
1637,223,9.858280768093462e-05,496,13,0.12004254032101573,1,0.9669421487603306,0.12004254032101573,0.36,34,249,469,100,3,29,3498,23,1114,7537,2015,3,4
556,42,9.994224272165027e-05,578,13,0.12981292742222425,1,0.9586776859504132,0.12981292742222425,0.2,12,216,553,177,14,252,1437,26,7,2980,278,8,4
1639,207,9.614493642676643e-05,505,13,0.13539051516433004,1,0.9669421487603306,0.13539051516433004,0.2,36,249,495,100,3,30,2024,22,730,5298,1606,3,4
1525,52,1.8028713815973297e-05,728,13,0.12721050312333482,1,0.9669421487603306,0.12721050312333482,0.26,27,194,261,65,11,661,336,12,9,2138,559,3,4
1524,53,7.650170576077196e-05,935,13,0.0,1,0.2892561983471074,0.0,0.14,24,206,283,77,4,475,323,31,7,2851,1419,2,8
1323,49,6.501284344395084e-05,401,13,0.11775319709188356,1,0.9504132231404959,0.11775319709188356,0.26,11,121,362,155,15,204,1848,47,10,3135,356,6,4
670,55,8.775368695502438e-05,412,13,0.12984000905853085,1,0.9421487603305785,0.12984000905853085,0.28,23,148,457,72,8,198,836,35,10,2164,373,4,4
754,63,4.64101235340978e-05,663,13,0.13028959779467542,1,0.9504132231404959,0.13028959779467542,0.34,19,49,349,82,8,203,485,36,16,1643,390,6,4
762,56,7.921594464584838e-05,456,13,0.13002889142837276,1,0.9504132231404959,0.13002889142837276,0.22,24,73,415,31,7,342,3446,47,13,5037,635,4,4
92,85,0.00038110044536291717,310,13,0.11889586820055163,1,0.8429752066115702,0.11889586820055163,0.24,1,91,344,27,2,34,12,1,3,576,60,1,4
82,83,0.0003916673593107172,348,13,0.11522070547829939,1,0.768595041322314,0.11522070547829939,0.26,1,112,271,19,4,40,17,1,3,536,67,1,4
75,121,0.00032596613642279864,222,13,0.07393310548743241,2,0.6446280991735537,0.07393310548743241,0.44,7,204,602,4,1,10,1,1,20,869,1,18,4
1448,48,5.645501355424601e-05,416,13,0.137702616737544,2,0.9504132231404959,0.137702616737544,0.24,16,164,571,272,9,136,858,52,20,2369,266,5,4
65,118,0.00028816172965809533,226,13,0.07382828827682011,2,0.3140495867768595,0.07382828827682011,0.26,244,175,729,4,1,11,1,1,14,1202,4,18,4
79,274,5.785443592976266e-05,473,13,0.11899984306074365,2,0.8264462809917356,0.11899984306074365,0.38,2,66,73,1,4,1,81799,25,165,82206,68,2,4
73,55,0.0004024591379897933,357,13,0.0,2,0.0,0.0,0.0,2,112,357,2,7,2,2,3,1,499,8,3,4
93,85,0.00038110044536291717,310,13,0.1162980900214345,2,0.8760330578512396,0.1162980900214345,0.24,1,91,344,27,2,34,12,1,3,576,60,1,4
1475,56,8.666105784723726e-05,697,13,0.14191085432951964,2,0.9834710743801653,0.14191085432951964,0.22,24,188,332,66,9,289,399,37,12,1848,488,4,4
1677,188,9.942247705954157e-05,558,13,0.15425109708346327,2,0.9669421487603306,0.15425109708346327,0.3,41,249,459,99,3,33,2292,24,705,6066,2158,3,4
61,339,4.994661974876268e-05,432,13,0.1194116300459706,2,0.743801652892562,0.1194116300459706,0.34,2,30,185,18,3,1,120738,20,3,121026,24,2,4
1687,194,9.997942088473711e-05,539,13,0.16213464678466208,2,0.9752066115702479,0.16213464678466208,0.4,42,249,496,99,3,30,2176,22,757,6082,2205,3,4
1439,48,7.221075614800233e-05,345,13,0.1363102479580058,2,0.9421487603305785,0.1363102479580058,0.22,15,139,565,93,11,306,943,49,24,2511,356,10,4
1294,43,2.826929143244721e-05,377,13,0.1151804603845297,1,0.9090909090909091,0.1151804603845297,0.28,9,163,298,190,34,44,2037,34,11,3086,259,7,4
89,151,0.0003304968107212742,677,13,0.044202081893294956,2,0.19008264462809918,0.044202081893294956,0.3,2,6,157,2,3,2,3,5,618,838,4,36,4
83,83,0.0003916673593107172,348,13,0.13013370296540297,2,0.8429752066115702,0.13013370296540297,0.22,1,112,271,19,4,40,17,1,3,536,67,1,4
1457,57,4.874387836834192e-05,647,13,0.13881903531261292,2,0.9338842975206612,0.13881903531261292,0.28,23,197,433,69,8,212,1570,21,10,2910,363,4,4
1466,60,8.761013899491848e-05,741,13,0.16732704299047335,2,0.9504132231404959,0.16732704299047335,0.3,23,198,324,63,8,267,441,20,15,1758,395,4,4
1432,40,8.272104464058957e-05,373,13,0.1149226534249825,2,0.9338842975206612,0.1149226534249825,0.32,11,34,106,168,12,98,5117,100,33,5997,299,19,4
1697,187,9.952678913370452e-05,535,13,0.1449064758053905,2,0.9669421487603306,0.1449064758053905,0.34,45,250,467,102,3,31,2121,23,772,5997,2180,3,4
58,285,0.00044680404911744126,516,13,0.009016226512831032,2,0.2644628099173554,0.009016226512831032,0.22,2,70,100,1,4,1,15,21,160,379,3,2,4
680,43,8.66916818721248e-05,466,13,0.14369354392584002,2,0.9256198347107438,0.14369354392584002,0.38,23,192,327,133,7,265,1570,39,8,2910,342,4,4
1553,70,7.832784221585855e-05,460,13,0.15476563889919578,2,0.9504132231404959,0.15476563889919578,0.36,33,178,432,69,5,344,3586,23,13,5290,603,4,4
591,38,7.879469532728955e-05,463,13,0.14393264452768867,2,0.9090909090909091,0.14393264452768867,0.42,17,153,614,141,8,314,3157,13,29,4660,209,5,4
1618,204,9.912338803207757e-05,490,13,0.1481478011542481,2,0.9586776859504132,0.1481478011542481,0.38,36,230,456,98,3,29,2259,22,4,4804,1664,3,4
689,57,8.916335498542899e-05,489,13,0.14681271448942967,2,0.9586776859504132,0.14681271448942967,0.46,23,221,317,61,7,274,2080,27,12,3532,506,4,4
582,37,8.085760450496441e-05,640,13,0.14530437884249428,2,0.9421487603305785,0.14530437884249428,0.28,16,176,613,146,17,158,701,13,16,2107,230,21,4
1543,62,8.893041922678786e-05,900,13,0.13243601252871107,2,0.9586776859504132,0.13243601252871107,0.28,20,78,350,73,7,211,139,49,16,1237,288,6,4
69,115,4.7668799102762665e-05,484,13,0.07935446116712623,2,0.6363636363636364,0.07935446116712623,0.36,3,241,87,1,2,16,136366,34,92,136844,1,1,4
86,35,0.00035292964195757166,166,13,0.0,1,0.2809917355371901,0.0,0.18,3,34,231,2,35,4,4,381,1,705,4,6,8
88,151,0.0003304968107212742,677,13,0.06660888071120288,1,0.33884297520661155,0.06660888071120288,0.3,2,6,157,2,3,2,3,5,618,838,4,36,4
87,83,0.0004565879544301075,977,13,0.0,1,0.0,0.0,0.0,1,22,52,10,184,42,27,12,4,358,2,2,4
1456,57,4.874387836834192e-05,647,13,0.13143553014525775,1,0.9504132231404959,0.13143553014525775,0.2,23,197,433,69,8,212,1570,21,10,2910,363,4,4
1447,48,5.645501355424601e-05,416,13,0.12696172568416328,1,0.9504132231404959,0.12696172568416328,0.3,16,164,571,272,9,136,858,52,20,2369,266,5,4
1438,48,7.221075614800233e-05,345,13,0.1389810768894648,1,0.9586776859504132,0.1389810768894648,0.16,15,139,565,93,11,306,943,49,24,2511,356,10,4
1696,187,9.952678913370452e-05,535,13,0.12565433259600156,1,0.9917355371900827,0.12565433259600156,0.3,45,250,467,102,3,31,2121,23,772,5997,2180,3,4
1431,40,8.272104464058957e-05,373,13,0.12039957223891395,1,0.9090909090909091,0.12039957223891395,0.24,11,34,106,168,12,98,5117,100,33,5997,299,19,4
1666,201,9.980101971111097e-05,558,13,0.12372316823105457,1,0.9752066115702479,0.12372316823105457,0.36,35,229,470,98,3,33,2123,22,692,5827,2119,3,4
1494,61,7.288255549287648e-05,769,13,0.13418998263569418,1,0.9586776859504132,0.13418998263569418,0.26,28,223,254,48,8,428,280,22,7,2035,734,3,4
772,92,2.2871345285512383e-05,395,13,0.12914465568536815,1,0.9421487603305785,0.12914465568536815,0.22,24,222,494,97,14,133,1180,23,4,2710,514,5,4
1676,188,9.942247705954157e-05,558,13,0.1387233394880555,1,0.9669421487603306,0.1387233394880555,0.3,41,249,459,99,3,33,2292,24,705,6066,2158,3,4
1484,60,7.431367169293012e-05,742,13,0.141887571542859,1,0.9504132231404959,0.141887571542859,0.34,29,218,286,57,7,363,265,21,6,1901,645,4,4
525,34,8.639347989033767e-05,446,13,0.12622582979027483,1,0.9173553719008265,0.12622582979027483,0.26,14,178,400,261,10,322,1436,55,13,3316,623,4,4
1474,56,8.666105784723726e-05,697,13,0.13402283561839648,1,0.9586776859504132,0.13402283561839648,0.34,24,188,332,66,9,289,399,37,12,1848,488,4,4
1686,194,9.997942088473711e-05,539,13,0.14260858792529668,1,0.9504132231404959,0.14260858792529668,0.36,42,249,496,99,3,30,2176,22,757,6082,2205,3,4
1465,60,8.761013899491848e-05,741,13,0.12842229910715636,1,0.9256198347107438,0.12842229910715636,0.18,23,198,324,63,8,267,441,20,15,1758,395,4,4
1589,171,9.986081513278459e-05,400,13,0.12505565910088162,1,0.9752066115702479,0.12505565910088162,0.24,33,247,470,97,5,44,2149,23,968,5049,1010,3,4
96,45,0.00038625274529754825,390,13,0.12414323230658829,1,0.48760330578512395,0.12414323230658829,0.3,1,113,382,8,2,3,3,2,1,556,38,3,4
72,55,0.0004024591379897933,357,13,0.12015543802779664,1,0.3305785123966942,0.12015543802779664,0.38,2,112,357,2,7,2,2,3,1,499,8,3,4
1745,208,9.623493657091402e-05,584,13,0.1354699657836359,1,0.9669421487603306,0.1354699657836359,0.34,46,223,385,88,3,23,2622,16,494,6988,3085,3,4
74,121,0.00032596613642279864,222,13,0.048473681389785715,1,0.6942148760330579,0.048473681389785715,0.18,7,204,602,4,1,10,1,1,20,869,1,18,4
78,274,5.785443592976266e-05,473,13,0.11958606828274322,1,0.8677685950413223,0.11958606828274322,0.22,2,66,73,1,4,1,81799,25,165,82206,68,2,4
57,285,0.00044680404911744126,516,13,0.0514780697159698,1,0.32231404958677684,0.0514780697159698,0.3,2,70,100,1,4,1,15,21,160,379,3,2,4
60,339,4.994661974876268e-05,432,13,0.11502294497839241,1,0.6611570247933884,0.11502294497839241,0.32,2,30,185,18,3,1,120738,20,3,121026,24,2,4
53,115,7.709387658787275e-05,219,13,0.08659128071725274,1,0.7603305785123967,0.08659128071725274,0.24,7,223,725,4,1,9,1,37606,21,38618,1,20,4
63,496,5.553746494137525e-05,262,13,0.11480276610399777,1,0.7768595041322314,0.11480276610399777,0.32,198,242,618,1,1,10,65057,25373,27,91541,1,13,4
64,118,0.00028816172965809533,226,13,0.07270417905907847,1,0.768595041322314,0.07270417905907847,0.24,244,175,729,4,1,11,1,1,14,1202,4,18,4
49,729,0.00034684751114821794,276,13,0.10052793976189066,1,0.39669421487603307,0.10052793976189066,0.26,5,83,637,1,1,6,1,1,1,738,1,1,4
1755,204,9.553772106449459e-05,552,13,0.1268742225902409,1,0.9669421487603306,0.1268742225902409,0.28,37,249,487,91,3,21,2828,24,557,6757,2457,3,4
45,100,0.0003079791789368081,300,13,0.11919580382988153,1,0.3140495867768595,0.11919580382988153,0.22,1,250,750,1,1,1,1,1,1,1009,1,1,4
68,115,4.7668799102762665e-05,484,13,0.09657522761048197,1,0.6611570247933884,0.09657522761048197,0.26,3,241,87,1,2,16,136366,34,92,136844,1,1,4
1628,203,9.984606615462455e-05,498,13,0.15536639911202352,2,0.9752066115702479,0.15536639911202352,0.4,35,249,472,102,3,26,2998,23,545,6203,1747,3,4
1757,204,9.553772106449459e-05,552,13,0.14935610988226508,3,0.9834710743801653,0.14935610988226508,0.38,37,249,487,91,3,21,2828,24,557,6757,2457,3,4
739,53,2.5838664093292925e-06,938,13,0.12716311899041013,3,0.9338842975206612,0.12716311899041013,0.24,27,201,271,62,4,692,346,14,7,3355,1729,2,8
1487,60,7.431367169293012e-05,742,13,0.15848666574805842,4,0.9752066115702479,0.15848666574805842,0.3,29,218,286,57,7,363,265,21,6,1901,645,4,4
1680,188,9.942247705954157e-05,558,13,0.16969138243852566,5,0.9834710743801653,0.16969138243852566,0.3,41,249,459,99,3,33,2292,24,705,6066,2158,3,4
1442,48,7.221075614800233e-05,345,13,0.14595923144948383,5,0.9256198347107438,0.14595923144948383,0.36,15,139,565,93,11,306,943,49,24,2511,356,10,4
1451,48,5.645501355424601e-05,416,13,0.14015899266321907,5,0.9421487603305785,0.14015899266321907,0.3,16,164,571,272,9,136,858,52,20,2369,266,5,4
1460,57,4.874387836834192e-05,647,13,0.15279754635752468,5,0.9421487603305785,0.15279754635752468,0.34,23,197,433,69,8,212,1570,21,10,2910,363,4,4
1469,60,8.761013899491848e-05,741,13,0.1517426132803189,5,0.9338842975206612,0.1517426132803189,0.4,23,198,324,63,8,267,441,20,15,1758,395,4,4
1652,205,9.942677397515017e-05,489,13,0.161007563376767,5,0.9669421487603306,0.161007563376767,0.28,37,245,456,98,4,29,2036,22,918,5660,1812,3,4
1508,67,6.780058316125952e-05,809,13,0.14625270394063106,5,0.9504132231404959,0.14625270394063106,0.3,32,223,261,46,6,516,231,21,5,2485,1141,3,4
741,53,2.5838664093292925e-06,938,13,0.11726980322055792,5,0.9256198347107438,0.11726980322055792,0.26,27,201,271,62,4,692,346,14,7,3355,1729,2,8
1611,191,9.621786316453592e-05,394,13,0.15650121790811958,5,0.9834710743801653,0.15650121790811958,0.28,34,246,461,99,5,34,2163,22,775,5231,1388,4,4
1556,70,7.832784221585855e-05,460,13,0.146752985686738,5,0.9669421487603306,0.146752985686738,0.3,33,178,432,69,5,344,3586,23,13,5290,603,4,4
674,55,8.775368695502438e-05,412,13,0.15171611258774306,5,0.9338842975206612,0.15171611258774306,0.34,23,148,457,72,8,198,836,35,10,2164,373,4,4
604,46,5.330777221286782e-05,416,13,0.15176252026286186,5,0.9256198347107438,0.15176252026286186,0.38,14,143,579,132,25,214,1774,64,54,3220,205,16,4
1566,71,7.26722150724009e-05,391,13,0.15307824446552362,5,0.9586776859504132,0.15307824446552362,0.32,34,220,475,101,6,48,2159,23,9,3997,917,5,4
750,51,6.072154149832859e-05,734,13,0.12500433687000595,5,0.9752066115702479,0.12500433687000595,0.3,40,3,129,55,11,290,470,30,10,1584,543,3,4
666,34,5.8020896307551945e-05,424,13,0.13553314171355701,5,0.9173553719008265,0.13553314171355701,0.32,16,164,578,93,16,70,4100,72,22,5385,238,16,4
1602,221,9.883156525709714e-05,393,13,0.1511858269999164,5,0.9504132231404959,0.1511858269999164,0.24,36,232,461,97,5,36,2105,23,848,4855,1008,4,4
656,41,8.369731526582227e-05,357,13,0.14672720814087722,5,0.9256198347107438,0.14672720814087722,0.26,15,135,112,95,12,315,1021,54,31,2129,328,11,4
620,53,4.92332020628063e-05,440,13,0.1298011605459842,5,0.9504132231404959,0.1298011605459842,0.3,18,109,199,138,27,162,1746,41,74,2873,346,13,4
1575,84,2.4896873535721744e-05,142,13,0.13618461524640807,5,0.9586776859504132,0.13618461524640807,0.24,25,207,470,98,5,50,225,15,8,2096,988,5,4
628,45,6.370645247688057e-05,455,13,0.128557163367291,5,0.9256198347107438,0.128557163367291,0.22,16,90,490,210,20,543,607,17,24,2184,135,32,4
646,37,3.30736550117707e-05,378,13,0.12128372049419078,5,0.9256198347107438,0.12128372049419078,0.32,11,10,344,167,14,393,1349,93,10,2860,460,9,4
1593,171,9.986081513278459e-05,400,13,0.15226563203379812,5,0.9256198347107438,0.15226563203379812,0.3,33,247,470,97,5,44,2149,23,968,5049,1010,3,4
1584,199,7.43218259438111e-05,394,13,0.15690485447155617,5,0.9669421487603306,0.15690485447155617,0.28,37,248,468,98,5,31,2182,23,689,4793,1009,3,4
683,43,8.66916818721248e-05,466,13,0.12782107378660154,5,0.9256198347107438,0.12782107378660154,0.36,23,192,327,133,7,265,1570,39,8,2910,342,4,4
594,38,7.879469532728955e-05,463,13,0.12726353446271407,5,0.9173553719008265,0.12726353446271407,0.18,17,153,614,141,8,314,3157,13,29,4660,209,5,4
585,37,8.085760450496441e-05,640,13,0.14083057453180858,5,0.9256198347107438,0.14083057453180858,0.22,16,176,613,146,17,158,701,13,16,2107,230,21,4
692,57,8.916335498542899e-05,489,13,0.16313031990325888,5,0.9504132231404959,0.16313031990325888,0.38,23,221,317,61,7,274,2080,27,12,3532,506,4,4
540,35,7.682886134811016e-05,539,13,0.1560636386333269,5,0.9421487603305785,0.1560636386333269,0.24,8,210,522,84,19,500,1519,33,18,3788,870,5,4
612,45,5.298229402430628e-05,423,13,0.14761078642675413,5,0.9008264462809917,0.14761078642675413,0.3,14,142,546,131,19,214,1718,15,54,3059,191,15,4
1518,59,3.085961903907262e-06,846,13,0.124606170781329,5,0.9586776859504132,0.124606170781329,0.34,29,250,227,40,7,839,347,17,4,2569,804,5,4
529,34,8.639347989033767e-05,446,13,0.1351288256779781,5,0.9421487603305785,0.1351288256779781,0.3,14,178,400,261,10,322,1436,55,13,3316,623,4,4
1498,61,7.288255549287648e-05,769,13,0.1468347480131654,5,0.9752066115702479,0.1468347480131654,0.24,28,223,254,48,8,428,280,22,7,2035,734,3,4
603,46,5.330777221286782e-05,416,13,0.1516141816585697,4,0.9008264462809917,0.1516141816585697,0.22,14,143,579,132,25,214,1774,64,54,3220,205,16,4
95,85,0.00038110044536291717,310,13,0.10095183195203244,4,0.9008264462809917,0.10095183195203244,0.2,1,91,344,27,2,34,12,1,3,576,60,1,4
1477,56,8.666105784723726e-05,697,13,0.1381654341647812,4,0.9586776859504132,0.1381654341647812,0.36,24,188,332,66,9,289,399,37,12,1848,488,4,4
1758,204,9.553772106449459e-05,552,13,0.1516574139179492,4,0.9834710743801653,0.1516574139179492,0.32,37,249,487,91,3,21,2828,24,557,6757,2457,3,4
1679,188,9.942247705954157e-05,558,13,0.1643167746556484,4,0.9834710743801653,0.1643167746556484,0.34,41,249,459,99,3,33,2292,24,705,6066,2158,3,4
1450,48,5.645501355424601e-05,416,13,0.13601121409524156,4,0.9421487603305785,0.13601121409524156,0.34,16,164,571,272,9,136,858,52,20,2369,266,5,4
1689,194,9.997942088473711e-05,539,13,0.15792902706445328,4,0.9669421487603306,0.15792902706445328,0.4,42,249,496,99,3,30,2176,22,757,6082,2205,3,4
1748,208,9.623493657091402e-05,584,13,0.14117082815161117,4,0.9504132231404959,0.14117082815161117,0.28,46,223,385,88,3,23,2622,16,494,6988,3085,3,4
1468,60,8.761013899491848e-05,741,13,0.16338230936155834,4,0.9421487603305785,0.16338230936155834,0.3,23,198,324,63,8,267,441,20,15,1758,395,4,4
1459,57,4.874387836834192e-05,647,13,0.15488389807275488,4,0.9421487603305785,0.15488389807275488,0.42,23,197,433,69,8,212,1570,21,10,2910,363,4,4
1441,48,7.221075614800233e-05,345,13,0.14307865082870722,4,0.9752066115702479,0.14307865082870722,0.36,15,139,565,93,11,306,943,49,24,2511,356,10,4
99,45,0.00038625274529754825,390,13,0.1284077852483049,4,0.7768595041322314,0.1284077852483049,0.36,1,113,382,8,2,3,3,2,1,556,38,3,4
775,92,2.2871345285512383e-05,395,13,0.14042413359050537,4,0.9586776859504132,0.14042413359050537,0.28,24,222,494,97,14,133,1180,23,4,2710,514,5,4
758,63,4.64101235340978e-05,663,13,0.13199181476585856,5,0.9586776859504132,0.13199181476585856,0.32,19,49,349,82,8,203,485,36,16,1643,390,6,4
1669,201,9.980101971111097e-05,558,13,0.1430263126166046,4,0.9586776859504132,0.1430263126166046,0.34,35,229,470,98,3,33,2123,22,692,5827,2119,3,4
1313,49,6.0465892387331997e-05,405,13,0.15758347946602497,5,0.9586776859504132,0.15758347946602497,0.34,14,185,539,141,19,222,2404,48,10,3774,186,6,4
1320,47,3.9593867104557886e-05,402,13,0.13712439735048568,5,0.9090909090909091,0.13712439735048568,0.34,14,164,378,151,16,204,2347,54,9,3724,380,7,4
1298,43,2.826929143244721e-05,377,13,0.139692686205513,5,0.9008264462809917,0.139692686205513,0.38,9,163,298,190,34,44,2037,34,11,3086,259,7,4
1759,204,9.553772106449459e-05,552,13,0.14911203333362288,5,0.9669421487603306,0.14911203333362288,0.26,37,249,487,91,3,21,2828,24,557,6757,2457,3,4
1306,47,5.977113656535118e-05,404,13,0.15117905987621144,5,0.9256198347107438,0.15117905987621144,0.36,14,204,556,155,22,224,3935,59,9,5346,158,10,4
1749,208,9.623493657091402e-05,584,13,0.15168593897738736,5,0.9504132231404959,0.15168593897738736,0.38,46,223,385,88,3,23,2622,16,494,6988,3085,3,4
637,38,4.372060139923565e-05,383,13,0.14430982461493863,5,0.9256198347107438,0.14430982461493863,0.3,13,154,122,116,13,296,2365,59,11,3459,293,17,4
1478,56,8.666105784723726e-05,697,13,0.15078807984368767,5,0.9256198347107438,0.15078807984368767,0.4,24,188,332,66,9,289,399,37,12,1848,488,4,4
1670,201,9.980101971111097e-05,558,13,0.1486653831664792,5,0.9586776859504132,0.1486653831664792,0.3,35,229,470,98,3,33,2123,22,692,5827,2119,3,4
776,92,2.2871345285512383e-05,395,13,0.13365518264658846,5,0.9504132231404959,0.13365518264658846,0.32,24,222,494,97,14,133,1180,23,4,2710,514,5,4
1488,60,7.431367169293012e-05,742,13,0.1597111599319279,5,0.9669421487603306,0.1597111599319279,0.32,29,218,286,57,7,363,265,21,6,1901,645,4,4
766,56,7.921594464584838e-05,456,13,0.13409572735989211,5,0.9586776859504132,0.13409572735989211,0.34,24,73,415,31,7,342,3446,47,13,5037,635,4,4
1661,216,9.662268258576261e-05,506,13,0.15179079665904774,5,0.9586776859504132,0.15179079665904774,0.38,37,247,478,103,3,28,2035,24,711,5344,1675,3,4
